city,country,n_vuelos,lat,long,description
Ottawa,Canada,3,45.425226,-75.699963,Se realizaron 3 vuelos entre los aeropuertos de Ottawa (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Phoenix,United States,192,33.44825,-112.0758,Se realizaron 192 vuelos entre los aeropuertos de Phoenix (United States) y Puerto Vallarta (Mexico) en Enero 2022
Phoenix,United States,252,33.44825,-112.0758,Se realizaron 252 vuelos entre los aeropuertos de Phoenix (United States) y San José Del Cabo (Mexico) en Enero 2022
Portland,United States,61,45.51179,-122.67563,Se realizaron 61 vuelos entre los aeropuertos de Portland (United States) y Puerto Vallarta (Mexico) en Enero 2022
Portland,United States,62,45.51179,-122.67563,Se realizaron 62 vuelos entre los aeropuertos de Portland (United States) y San José Del Cabo (Mexico) en Enero 2022
Regina,Canada,5,50.448119,-104.615859,Se realizaron 5 vuelos entre los aeropuertos de Regina (Canada) y San José Del Cabo (Mexico) en Enero 2022
Sacramento,United States,14,38.57944,-121.49085,Se realizaron 14 vuelos entre los aeropuertos de Sacramento (United States) y San José Del Cabo (Mexico) en Enero 2022
Salt Lake City,United States,70,40.76031,-111.88822,Se realizaron 70 vuelos entre los aeropuertos de Salt Lake City (United States) y San José Del Cabo (Mexico) en Enero 2022
San Diego,United States,86,32.71568,-117.16171,Se realizaron 86 vuelos entre los aeropuertos de San Diego (United States) y San José Del Cabo (Mexico) en Enero 2022
San Francisco,United States,143,37.77712,-122.41966,Se realizaron 143 vuelos entre los aeropuertos de San Francisco (United States) y San José Del Cabo (Mexico) en Enero 2022
San Jose,United States,67,37.33865,-121.88542,Se realizaron 67 vuelos entre los aeropuertos de San Jose (United States) y San José Del Cabo (Mexico) en Enero 2022
San Jose,United States,18,37.33865,-121.88542,Se realizaron 18 vuelos entre los aeropuertos de San Jose (United States) y Zacatecas (Mexico) en Enero 2022
